TimeStamp,User,Message 
"['22/12/16, 22:48']",['- Jagannath'],[': Sett mama']
"['22/12/16, 22:48']",['- Jagannath'],[': Had fun in college']
"['22/12/16, 22:49']",['- Jagannath'],[': Came home and slept']
"['22/12/16, 22:49']",['- Jagannath'],[': Then went to party']
"['22/12/16, 22:49']",['- Jagannath'],[': Now came back']
"['22/12/16, 22:49']",['- Jagannath'],[': Working on the calender']
"['22/12/16, 22:50']",['- Fruit'],[': Ayya what party??']
"['22/12/16, 22:51']",['- Jagannath'],[': Pavan birthday party']
"['22/12/16, 22:51']",['- Jagannath'],[': 11 years friendship mama']
"['22/12/16, 22:51']",['- Fruit'],[': Pavan Raj?']
"['22/12/16, 22:51']",['- Fruit'],[': Waoo nice']
"['22/12/16, 22:51']",['- Jagannath'],[': No']
"['22/12/16, 22:51']",['- Jagannath'],[': Why would I go to his party.']
"['22/12/16, 22:51']",['- Fruit'],"["": Haa that's what""]"
"['22/12/16, 22:52']",['- Jagannath'],[': What did you do']
"['22/12/16, 22:52']",['- Fruit'],[': Me aa... morning ps3 sett cheskuna']
"['22/12/16, 22:52']",['- Fruit'],[': Then I slept fulll']
"['22/12/16, 22:52']",['- Fruit'],[': Woke up gym poina 3 hrs']
"['22/12/16, 22:53']",['- Jagannath'],[': Eeeeuuuu']
"['22/12/16, 22:53']",['- Fruit'],[': Then ochi egg soya chunks to gravy curry cheskoni tinna']
"['22/12/16, 22:54']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/12/16, 22:56']",['- Fruit'],[': Hmm']
"['22/12/16, 22:56']",['- Fruit'],"["": That's my boring life""]"
"['22/12/16, 22:56']",['- Jagannath'],[': What you doing now']
"['22/12/16, 22:57']",['- Fruit'],[': Emo']
"['22/12/16, 22:57']",['- Fruit'],[': Boring it is now']
"['22/12/16, 22:57']",['- Jagannath'],[': Offo going to moon shine']
"['22/12/16, 22:58']",['- Fruit'],[': Me??']
"['22/12/16, 22:58']",['- Fruit'],[': U come I will also come']
"['22/12/16, 22:58']",['- Jagannath'],[': Yeah']
"['22/12/16, 22:58']",['- Fruit'],[': Otherwise no']
"['22/12/16, 22:58']",['- Jagannath'],[': Mummy passport Pani undi']
"['22/12/16, 22:58']",['- Jagannath'],[': Go no']
"['22/12/16, 22:58']",['- Fruit'],[': Em kad le ra']
"['22/12/16, 22:58']",['- Jagannath'],[': Your mun people only']
"['22/12/16, 22:58']",['- Jagannath'],"["": It'll be fun""]"
"['22/12/16, 22:58']",['- Fruit'],[': U come for once']
"['22/12/16, 22:58']",['- Jagannath'],[': Rey']
"['22/12/16, 22:58']",['- Jagannath'],[': I would have']
"['22/12/16, 22:58']",['- Fruit'],"["": I don't know 40% ppl there""]"
"['22/12/16, 22:59']",['- Jagannath'],[': 60% enough']
"['22/12/16, 23:01']",['- Fruit'],[': Hmm']
"['22/12/16, 23:02']",['- Fruit'],[': U know what gym guy told']
"['22/12/16, 23:02']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/12/16, 23:03']",['- Jagannath'],[': What']
"['22/12/16, 23:03']",['- Jagannath'],[': Set body ah']
"['22/12/16, 23:03']",['- Fruit'],[': Nenu inkodu untadu Saketh ani']
"['22/12/16, 23:03']",['- Fruit'],[': So that is guy is close wid gals']
"['22/12/16, 23:04']",['- Fruit'],[': Adgindu anmata girlfriends unnara ani']
"['22/12/16, 23:04']",['- Fruit'],[': He said no']
"['22/12/16, 23:04']",['- Fruit'],[': He asked me sex chestava ani \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/12/16, 23:04']",['- Fruit'],[': I was shocked !']
"['22/12/16, 23:04']",['- Jagannath'],[': \xf0\x9f\x98\xb6\xf0\x9f\x98\xb6']
"['22/12/16, 23:04']",['- Fruit'],[': Then he asked poni chustava']
"['22/12/16, 23:05']",['- Jagannath'],[': Wtf']
"['22/12/16, 23:05']",['- Fruit'],[': In the sense porn chustava ani adgadu']
"['22/12/16, 23:05']",['- Jagannath'],[': Is he a gym trainer or a pimp']
"['22/12/16, 23:05']",['- Jagannath'],[': Oh']
"['22/12/16, 23:05']",['- Fruit'],"["": Nijam chepu it's important chala""]"
"['22/12/16, 23:05']",['- Fruit'],[': Anta']
"['22/12/16, 23:05']",['- Jagannath'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/12/16, 23:05']",['- Fruit'],[': So I said ya occasionally ani']
"['22/12/16, 23:06']",['- Fruit'],[': Then immediately stop chesey avi anni body metabolism hurt aitadi anta']
"['22/12/16, 23:06']",['- Fruit'],[': Testosterone levels padpotai avi cheste appudu fatloss avvadu and muscle building ki Chala time teskuntadi anta']
"['22/12/16, 23:07']",['- Jagannath'],[': Oho']
"['22/12/16, 23:07']",['- Fruit'],[': Asalu anni enta related untai ra Body lo']
"['22/12/16, 23:07']",['- Fruit'],[': Crazz asalu']
"['22/12/16, 23:08']",['- Jagannath'],[': Yeah']
"['22/12/16, 23:09']",['- Fruit'],[': Then I asked girlfriend unte em cheyali appudu']
"['22/12/16, 23:09']",['- Fruit'],[': Girlfriend unte cheyachu avi em kadu anta \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['22/12/16, 23:09']",['- Jagannath'],[': \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94']
"['22/12/16, 23:09']",['- Jagannath'],"["": Isn't it biologically the same outcome""]"
"['22/12/16, 23:10']",['- Fruit'],"["": I don't know \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82""]"
"['22/12/16, 23:10']",['- Fruit'],"["": It's healthy in it anta""]"
"['22/12/16, 23:10']",['- Jagannath'],[': Wierd']
"['22/12/16, 23:11']",['- Jagannath'],"["": He's fucking around I guess""]"
"['22/12/16, 23:11']",['- Fruit'],"["": No rey I don't know abt that gf thing but""]"
"['22/12/16, 23:11']",['- Fruit'],[': The other thing is correct']
"['22/12/16, 23:11']",['- Fruit'],[': Once u do u r testosterone goes down 50%']
"['22/12/16, 23:12']",['- Fruit'],[': For again reproduction stufg']
"['22/12/16, 23:12']",['- Jagannath'],[': <Media omitted>']
"['22/12/16, 23:12']",['- Fruit'],[': \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d']
"['22/12/16, 23:12']",['- Fruit'],[': Me ?']
"['22/12/16, 23:12']",['- Jagannath'],[': \xf0\x9f\x99\x84\xf0\x9f\x8c\x9a']
"['22/12/16, 23:13']",['- Fruit'],[': \xf0\x9f\x99\x84\xf0\x9f\x99\x84']
"['22/12/16, 23:13']",['- Jagannath'],[': It was fun']
"['22/12/16, 23:14']",['- Jagannath'],[': it koncham dangerous']
"['22/12/16, 23:15']",['- Fruit'],[': Ohh']
"['22/12/16, 23:16']",['- Fruit'],[': Sup??']
"['22/12/16, 23:16']",['- Jagannath'],[': Bored']
"['22/12/16, 23:16']",['- Jagannath'],[': Sleepy']
"['22/12/16, 23:16']",['- Fruit'],[': Sleepy aaa']
"['22/12/16, 23:16']",['- Fruit'],[': Nice']
"['22/12/16, 23:16']",['- Jagannath'],[': Tired']
"['22/12/16, 23:16']",['- Jagannath'],[': So']
"['22/12/16, 23:16']",['- Fruit'],[': Hmm']
"['22/12/16, 23:16']",['- Jagannath'],[': Repu em plans']
"['22/12/16, 23:16']",['- Fruit'],[': Book Fair ki povali']
"['22/12/16, 23:16']",['- Jagannath'],[': Oh hmm']
"['22/12/16, 23:17']",['- Fruit'],[': Lunch ki pote pota']
"['22/12/16, 23:17']",['- Jagannath'],"["": Go it'll be fun""]"
"['22/12/16, 23:17']",['- Fruit'],[': Hmm']
"['22/12/16, 23:18']",['- Fruit'],[': We all will go bro one day']
"['22/12/16, 23:18']",['- Fruit'],[': In holz only']
"['22/12/16, 23:18']",['- Fruit'],[': Sat or Sunday']
"['22/12/16, 23:40']",['- Jagannath'],[': Ok']
"['23/12/16, 22:27']",['- Jagannath'],[': Inkem rave kada']
"['23/12/16, 23:05']",['- Fruit'],[': Em led \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['24/12/16, 00:18']",['- Fruit'],[': Sup?']
"['24/12/16, 06:45']",['- Jagannath'],[': Em le']
"['24/12/16, 09:56']",['- Fruit'],[': Hmm']
"['25/12/16, 14:03']",['- Jagannath'],[': You share your birthday with Sriraj \xf0\x9f\x98\x82']
"['25/12/16, 15:12']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['25/12/16, 20:47']",['- Fruit'],[': Shit baaps']
"['25/12/16, 20:48']",['- Fruit'],[': <Media omitted>']
"['25/12/16, 23:44']",['- Jagannath'],[': Faaaak']
"['25/12/16, 23:44']",['- Fruit'],[': Yaa']
"['25/12/16, 23:45']",['- Fruit'],[': Dont show that screenshot to anyone malli bagundadu']
"['25/12/16, 23:45']",['- Jagannath'],[': Ok']
"['25/12/16, 23:45']",['- Fruit'],[': But seriously papam']
"['25/12/16, 23:45']",['- Fruit'],[': No one went anta']
"['25/12/16, 23:49']",['- Jagannath'],[': Hmm']
"['25/12/16, 23:49']",['- Jagannath'],[': Sup']
"['25/12/16, 23:49']",['- Fruit'],[': Em le brih']
"['25/12/16, 23:49']",['- Fruit'],[': U went today?']
"['25/12/16, 23:50']",['- Jagannath'],[': No']
"['25/12/16, 23:50']",['- Jagannath'],[': Rishi party unde']
"['25/12/16, 23:51']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['25/12/16, 23:51']",['- Fruit'],[': Aacha']
"['25/12/16, 23:51']",['- Fruit'],[': I thought u went to homecoming']
"['25/12/16, 23:51']",['- Jagannath'],[': Lol no']
"['25/12/16, 23:51']",['- Fruit'],[': Deb kada']
"['25/12/16, 23:51']",['- Jagannath'],[': Publicity no']
"['25/12/16, 23:52']",['- Jagannath'],[': Madi anta pre work']
"['25/12/16, 23:53']",['- Fruit'],[': Hmm']
"['25/12/16, 23:56']",['- Fruit'],[': Sup?']
"['25/12/16, 23:56']",['- Jagannath'],[': Just came back']
"['25/12/16, 23:56']",['- Jagannath'],[': Tired af']
"['25/12/16, 23:56']",['- Fruit'],[': Drunk too??']
"['25/12/16, 23:56']",['- Jagannath'],[': Nopd']
"['25/12/16, 23:57']",['- Fruit'],[': Oh y?']
"['25/12/16, 23:57']",['- Jagannath'],[': Why endi ra']
"['25/12/16, 23:57']",['- Jagannath'],[': No one in my batch drinksn']
"['25/12/16, 23:57']",['- Fruit'],[': \xf0\x9f\x91\xbe\xf0\x9f\x91\xbe']
"['25/12/16, 23:58']",['- Fruit'],[': Rishi boleto biotech vala Na?']
"['25/12/16, 23:58']",['- Jagannath'],[': No']
"['25/12/16, 23:58']",['- Jagannath'],[': My wolf.pack rishi']
"['25/12/16, 23:58']",['- Fruit'],[': Ohh u r charmender rishi ?']
"['25/12/16, 23:58']",['- Jagannath'],[': Yeah \xf0\x9f\x98\x82']
"['25/12/16, 23:59']",['- Fruit'],[': Listened to this hamma song ??']
"['25/12/16, 23:59']",['- Jagannath'],[': No']
"['25/12/16, 23:59']",['- Fruit'],[': From ok janu']
"['25/12/16, 23:59']",['- Jagannath'],[': Ledu']
"['25/12/16, 23:59']",['- Fruit'],[': Music crazz untadi']
"['26/12/16, 00:00']",['- Jagannath'],"["": It's an old song kanremix no""]"
"['26/12/16, 00:00']",['- Fruit'],[': Listen']
"['26/12/16, 00:00']",['- Fruit'],[': Yaa']
"['26/12/16, 10:31']",['- Fruit'],[': Sup yo?']
"['26/12/16, 10:31']",['- Jagannath'],[': songs']
"['26/12/16, 10:31']",['- Fruit'],[': Marredpally near for u ??']
"['26/12/16, 10:32']",['- Jagannath'],[': 15km']
"['26/12/16, 10:32']",['- Fruit'],[': East marredpally']
"['26/12/16, 10:32']",['- Fruit'],"["": St John's road""]"
"['26/12/16, 10:32']",['- Jagannath'],[': what abot it']
"['26/12/16, 10:33']",['- Fruit'],[': I have work there']
"['26/12/16, 10:34']",['- Fruit'],[': So am going']
"['26/12/16, 10:34']",['- Fruit'],[': Aashrith might come']
"['26/12/16, 10:34']",['- Fruit'],"["": And it's 6 km from begumpet""]"
"['26/12/16, 10:35']",['- Jagannath'],[': What work']
"['26/12/16, 10:35']",['- Fruit'],[': Bank ko jaana']
"['26/12/16, 10:36']",['- Fruit'],"["": St John's sbi ko""]"
"['26/12/16, 10:36']",['- Fruit'],"["": Dad's work""]"
"['26/12/16, 10:36']",['- Jagannath'],[': Ok']
"['26/12/16, 10:36']",['- Fruit'],[': Come ?']
"['26/12/16, 10:36']",['- Jagannath'],[': No']
"['26/12/16, 10:36']",['- Fruit'],[': Hmm tomorrow colg opens naa']
"['26/12/16, 10:37']",['- Jagannath'],[': Yeah']
"['26/12/16, 11:19']",['- Fruit'],[': \xf0\x9f\x98\xad\xf0\x9f\x98\xad']
"['26/12/16, 12:48']",['- Fruit'],[': Dangal ?']
"['27/12/16, 23:16']",['- Fruit'],[': Bro']
"['27/12/16, 23:16']",['- Fruit'],[': Hod told to give the letter to hanumantha Rao sir']
"['27/12/16, 23:17']",['- Fruit'],[': So I gave it to Abhi']
"['27/12/16, 23:17']",['- Jagannath'],[': Ok']
"['27/12/16, 23:17']",['- Fruit'],[': And told him to give to Chandu']
"['27/12/16, 23:17']",['- Jagannath'],[': Did she sign?']
"['27/12/16, 23:17']",['- Fruit'],[': We need to tell Chandu to give to hanumantha Rao']
"['27/12/16, 23:17']",['- Fruit'],[': No']
"['27/12/16, 23:17']",['- Jagannath'],[': Okay']
"['27/12/16, 23:17']",['- Fruit'],[': She was running at that time']
"['27/12/16, 23:18']",['- Fruit'],[': Bus late aipotadi ani']
"['27/12/16, 23:18']",['- Jagannath'],[': Oh']
"['27/12/16, 23:18']",['- Fruit'],[': Hmm so rep u will come St ?']
"['27/12/16, 23:18']",['- Fruit'],[': At?']
"['27/12/16, 23:19']",['- Jagannath'],"["": 10 ki I'll start""]"
"['27/12/16, 23:20']",['- Fruit'],[': Okay']
"['27/12/16, 23:21']",['- Jagannath'],[': Sup']
"['27/12/16, 23:21']",['- Fruit'],[': Em le']
"['27/12/16, 23:22']",['- Fruit'],[': Boring']
"['27/12/16, 23:23']",['- Jagannath'],[': <Media omitted>']
"['27/12/16, 23:23']",['- Jagannath'],[': <Media omitted>']
"['27/12/16, 23:24']",['- Fruit'],[': \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d']
"['27/12/16, 23:24']",['- Fruit'],[': \xf0\x9f\x98\xa2\xf0\x9f\x98\xa2\xf0\x9f\x98\xa2']
"['28/12/16, 08:16']",['- Jagannath'],[': got up?']
"['28/12/16, 09:01']",['- Fruit'],[': Yup']
"['28/12/16, 09:39']",['- Jagannath'],[': Rey']
"['28/12/16, 09:39']",['- Jagannath'],[': Pick up']
"['30/12/16, 20:09']",['- Fruit'],[': Bruhh']
"['30/12/16, 20:16']",['- Jagannath'],[': yo']
"['30/12/16, 20:23']",['- Fruit'],[': Richa resigned from Cbit Mun']
"['30/12/16, 20:23']",['- Jagannath'],[': just heard']
"['30/12/16, 20:23']",['- Jagannath'],[': that is why a']
"['30/12/16, 20:23']",['- Jagannath'],[': 8 pm']
"['30/12/16, 20:39']",['- Fruit'],[': No']
"['30/12/16, 20:43']",['- Fruit'],[': I think I will also resign']
"['30/12/16, 20:49']",['- Jagannath'],[': Why']
"['30/12/16, 21:17']",['- Jagannath'],[': ...']
"['30/12/16, 21:29']",['- Fruit'],[': Emo']
"['30/12/16, 21:30']",['- Fruit'],[': Am still thinking']
"['30/12/16, 22:05']",['- Jagannath'],[': hmm']
"['30/12/16, 23:05']",['- Fruit'],[': Hmm']
"['30/12/16, 23:05']",['- Jagannath'],[': Sup']
"['30/12/16, 23:06']",['- Fruit'],[': Big boss']
"['30/12/16, 23:06']",['- Jagannath'],[': Oh']
"['30/12/16, 23:06']",['- Jagannath'],"["": I don't understand why it never interested me""]"
"['30/12/16, 23:06']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['30/12/16, 23:07']",['- Fruit'],[': This year I started seeing it because of some ppl']
"['30/12/16, 23:07']",['- Jagannath'],[': Ohhh']
"['30/12/16, 23:07']",['- Fruit'],[': But then the drama is sooo high and interesting am continuing']
"['30/12/16, 23:07']",['- Jagannath'],[': Hmm']
"['30/12/16, 23:07']",['- Fruit'],[': Seeing it']
"['30/12/16, 23:07']",['- Fruit'],[': Sup??']
"['30/12/16, 23:08']",['- Jagannath'],[': Nothing much']
"['30/12/16, 23:08']",['- Jagannath'],[': Idk dude']
"['30/12/16, 23:08']",['- Fruit'],[': Ohhoo']
"['30/12/16, 23:08']",['- Jagannath'],[': Im feeling very different nowdyas']
"['30/12/16, 23:08']",['- Fruit'],[': I knew it \xf0\x9f\x98\x82\xf0\x9f\x98\x82']
"['30/12/16, 23:08']",['- Fruit'],[': Nm ante there is something']
"['30/12/16, 23:09']",['- Fruit'],[': Like??']
"['30/12/16, 23:09']",['- Jagannath'],[': Fear of a successful career']
"['30/12/16, 23:09']",['- Jagannath'],[': Asal what are we doing']
"['30/12/16, 23:09']",['- Fruit'],"["": Hmm that's nice naa""]"
"['30/12/16, 23:09']",['- Jagannath'],[': Namesake engineering']
"['30/12/16, 23:09']",['- Fruit'],"["": I don't think we are doing namesake engineering""]"
"['30/12/16, 23:10']",['- Jagannath'],[': We need to do something that matters']
"['30/12/16, 23:17']",['- Fruit'],[': I know we need to']
"['30/12/16, 23:18']",['- Fruit'],[': But this sem I think all the subjects are veryyyy useful and meaningful']
"['30/12/16, 23:18']",['- Fruit'],[': They also are inter related very nicely']
"['30/12/16, 23:19']",['- Jagannath'],[': Hmm']
"['30/12/16, 23:19']",['- Fruit'],[': This sem may be theory but u will understand how things go']
"['30/12/16, 23:20']",['- Fruit'],[': Urs not always abt programming and coding']
"['30/12/16, 23:20']",['- Fruit'],"["": It's*""]"
"['30/12/16, 23:21']",['- Jagannath'],[': Yes true']
"['30/12/16, 23:21']",['- Jagannath'],[': Our mini project']
"['30/12/16, 23:21']",['- Jagannath'],[': Should be good']
"['30/12/16, 23:22']",['- Fruit'],[': Ya only thing we need to think now']
"['30/12/16, 23:22']",['- Jagannath'],[': Yes']
"['30/12/16, 23:22']",['- Jagannath'],[': It should help us develop']
"['30/12/16, 23:22']",['- Fruit'],[': Subjects are all meaningful']
"['30/12/16, 23:22']",['- Fruit'],[': Yaa']
"['01/01/17, 00:07']",['- Fruit'],[': Happpyyy new year brooooo']
"['01/01/17, 02:28']",['- Jagannath'],[': Happy new year bei']
"['01/01/17, 09:16']",['- Jagannath'],[': <Media omitted>']
"['01/01/17, 14:15']",['- Jagannath'],[': bro']
"['01/01/17, 14:15']",['- Jagannath'],[': tomorrow']
"['01/01/17, 14:15']",['- Jagannath'],[': lunch']
"['01/01/17, 14:15']",['- Jagannath'],[': you will come no?']
"['01/01/17, 14:15']",['- Fruit'],[': Okay sure']
"['01/01/17, 14:16']",['- Jagannath'],[': want buffet or want to try new food?']
"['01/01/17, 14:16']",['- Fruit'],[': Anything bro']
"['01/01/17, 14:17']",['- Jagannath'],"["": there's this place called charcoal""]"
"['01/01/17, 14:17']",['- Jagannath'],[': amazing burgers']
"['01/01/17, 14:17']",['- Jagannath'],"["": we'll go?""]"
"['01/01/17, 14:51']",['- Fruit'],[': Sett']
"['01/01/17, 14:55']",['- Fruit'],[': <Media omitted>']
"['01/01/17, 14:55']",['- Fruit'],[': <Media omitted>']
"['01/01/17, 14:55']",['- Fruit'],[': <Media omitted>']
"['01/01/17, 14:55']",['- Fruit'],[': Ninna 5 cars']
"['01/01/17, 14:55']",['- Fruit'],[': 30 beer bottles']
"['01/01/17, 14:56']",['- Jagannath'],[': Chusa']
"['01/01/17, 14:56']",['- Fruit'],[': 8 litres whiskey 2 liters vodka']
"['01/01/17, 14:56']",['- Jagannath'],[': What did you do']
"['01/01/17, 14:56']",['- Fruit'],[': I saw chill seens']
"['01/01/17, 14:58']",['- Jagannath'],[': lol']
"['01/01/17, 14:59']",['- Jagannath'],[': sup']
"['01/01/17, 15:00']",['- Fruit'],[': Just ate home made biriyani']
"['01/01/17, 15:00']",['- Jagannath'],[': sameeee']
"['01/01/17, 15:01']",['- Fruit'],[': Yeeee']
"['01/01/17, 15:02']",['- Jagannath'],[': so tomorrow charcoal or moonshine project']
"['01/01/17, 15:02']",['- Jagannath'],"["": after that we'l lcome home and play cards against humanity""]"
"['01/01/17, 15:03']",['- Fruit'],[': Okay done']
"['01/01/17, 15:03']",['- Fruit'],[': So when?']
"['01/01/17, 15:04']",['- Jagannath'],[': tomorrow 12:10 ke lunch no']
"['01/01/17, 15:04']",['- Jagannath'],"["": we'll leave apude""]"
"['01/01/17, 15:05']",['- Fruit'],[': Colg se?']
"['01/01/17, 15:05']",['- Fruit'],[': Yaa']
"['01/01/17, 15:05']",['- Fruit'],[': Okay']
"['01/01/17, 15:05']",['- Jagannath'],[': yeah']
"['01/01/17, 15:05']",['- Jagannath'],"["": uber we'l book""]"
"['01/01/17, 15:06']",['- Fruit'],[': Okay']
"['01/01/17, 15:06']",['- Fruit'],[': How many ppl?']
"['01/01/17, 15:06']",['- Jagannath'],[': ade alochistuna']
"['01/01/17, 15:06']",['- Jagannath'],"[': you, chandu, eswar, anjana,viajy']"
"['01/01/17, 15:06']",['- Jagannath'],[': inka evarini i have to call']
"['01/01/17, 15:26']",['- Fruit'],[': U r wish']
"['01/01/17, 17:33']",['- Jagannath'],[': are you okay?']
"['01/01/17, 17:34']",['- Fruit'],[': Yaa y??']
"['01/01/17, 17:36']",['- Jagannath'],[': anything i ask u r wish antunav']
"['01/01/17, 17:38']",['- Fruit'],"["": Arey nijanga ra see it's u r birthday u have to design it as u like...""]"
"['01/01/17, 17:39']",['- Fruit'],[': Pakkana vadi estam kadu kada']
"['01/01/17, 17:41']",['- Jagannath'],"["": i'm going mad""]"
"['01/01/17, 17:41']",['- Jagannath'],[': evarini pilapvalu ardam kavate']
"['01/01/17, 20:32']",['- Fruit'],[': \xf0\x9f\x98\x82\xf0\x9f\x98\x82 I know bro']
"['02/01/17, 00:02']",['- Fruit'],[': Yooo happy birthday jagguuu']
"['02/01/17, 00:21']",['- Jagannath'],[': \xf0\x9f\x98\x81\xf0\x9f\x98\x81']
"['06/01/17, 10:51']",['- Fruit'],[': <Media omitted>']
"['06/01/17, 19:16']",['- Jagannath'],[': \xf0\x9f\x98\x82']
"['06/01/17, 19:16']",['- Jagannath'],[': <Media omitted>']
"['06/01/17, 19:16']",['- Jagannath'],[': <Media omitted>']
